"Registration Number","Title","Participant(s)","EIF information","Registration Date","Subject terms","Agreement type","UNTS Volume Number","EIF Date","Registration Year","Registration Month","Registration Day","EIF Year","EIF Month","EIF Day","Place1","Date1","Date1_Year","Date1_Month","Date1_Day","Place2","Date2","Date2_Year","Date2_Month","Date2_Day"
"406","Exchange of Notes constituting an agreement between the Governments of France and Denmark on the operation of a regular airline between Paris and Copenhagen","Denmark, France","4 January 1946 by the exchange of the said notes",1949-04-13,"Transport, Aviation","Bilateral","27 (p.169)",1946-01-04,1949,4,13,1946,1,4,"Paris",1946-01-04,1946,1,4,"Paris",1945-11-17,1945,11,17
"395","Exchange of Notes constituting an agreement amending the provisional agreement of 19 December 1942 between the Governments of the United States of America and Canada relating to fur seals","Canada, United States of America*","26 December 1947 by the exchange of the said notes",1949-04-01,"Animals","Bilateral","27 (p.29)",1947-12-26,1949,4,1,1947,12,26,"Washington",1947-12-26,1947,12,26,NA,NA,NA,NA,NA
"403","Convention between the Governments of Denmark, Norway and Sweden regarding the recognition and enforcement of judgments in criminal matters","Denmark*, Norway, Sweden","22 July 1948 , in accordance with article 9",1949-04-11,"Judicial matters, Criminal matters","Multilateral","27 (p.117)",1948-07-22,1949,4,11,1948,7,22,"Copenhagen",1948-03-08,1948,3,8,NA,NA,NA,NA,NA
"402","Convention between the Government of Belgium, France and Luxembourg respecting the Luxembourg railways, with Additional Protocol, signed at Luxembourg, on 17 April 1946, and a Supplementary Agreement modifying the said Convention, signed at Luxembourg, on 26 June 1946","Belgium, France, Luxembourg*","1 June 1949 , in accordance with article 13",1949-04-11,"Transport","Multilateral","27 (p.103)",1949-06-01,1949,4,11,1949,6,1,"Luxembourg",1946-06-26,1946,6,26,NA,NA,NA,NA,NA
"412","Civil Air Agreement between the Governments of the United Kingdom of Great Britain and Northern Ireland and the Sultanate of Muscat and Oman","Muscat and Oman, United Kingdom of Great Britain and Northern Ireland","5 April 1947 by signature",1949-04-13,"Transport, Aviation","Bilateral","27 (p.287)",1947-04-05,1949,4,13,1947,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Agreement relating to air transport between French and Swedish Territories","France, Sweden","2 August 1946 by signature, in accordance with article X",1949-04-13,"Transport, Aviation","Bilateral","27 (p.251)",1946-08-02,1949,4,13,1946,8,2,"Paris",1946-08-02,1946,8,2,NA,NA,NA,NA,NA
"407","Agreement relating to air transport between British and French territories","France, United Kingdom of Great Britain and Northern Ireland","28 February 1946 by signature, in accordance with article XII",1949-04-13,"Transport, Aviation","Bilateral","27 (p.173)",1946-02-28,1949,4,13,1946,2,28,"London",1946-02-28,1946,2,28,NA,NA,NA,NA,NA
"409","Agreement for establishing air services concluded between the Governments of the Czechoslovak Republic and the Government of the Union of Soviet Socialist Republics","Czechoslovakia, Union of Soviet Socialist Republics","25 July 1946 by signature, in accordance with article 13",1949-04-13,"Transport, Aviation","Bilateral","27 (p.231)",1946-07-25,1949,4,13,1946,7,25,"Moscow",1946-07-25,1946,7,25,NA,NA,NA,NA,NA
"405","Agreement for air services between the Governments of the United Kingom and Canada","Canada, United Kingdom of Great Britain and Northern Ireland","21 December 1945 by signature, in accordance with article 13",1949-04-13,"Transport","Bilateral","27 (p.155)",1945-12-21,1949,4,13,1945,12,21,"Bermuda",1945-12-21,1945,12,21,NA,NA,NA,NA,NA
"158","Agreement between UNRRA (United Nations Relief and Rehabilitation Administration) and the United Nations concerning the transfer to the United Nations of the residual assets and activities of the United Nations Relief and Rehabilitation Administration","United Nations, United Nations Relief and Rehabilitation Administration","24 September 1948 , in accordance with paragraph 7",1949-04-01,"Administration, Roads, Transport","Bilateral","27 (p.349)",1948-09-24,1949,4,1,1948,9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Agreement between the Governments of the United States of America, France, the Netherlands and the United Kingdom of Great Britain and Northern Ireland for the establishment of the Caribbean Commission","France, Netherlands, United Kingdom of Great Britain and Northern Ireland, United States of America*","6 August 1948 , in accordance with article XXI",1949-04-08,"Caribbean, Charters-Constitutions-Statutes","Multilateral","27 (p.77)",1948-08-06,1949,4,8,1948,8,6,"Washington",1946-10-30,1946,10,30,NA,NA,NA,NA,NA
"394","Agreement between the Governments of the United States of America and Canada supplementary to the General Agreement on Tariffs and Trade","Canada, United States of America*","30 October 1947 by signature",1949-04-01,"General Agreement on Tariffs and Trade (GATT), Customs, Trade","Bilateral","27 (p.19)",1947-10-30,1949,4,1,1947,10,30,"Geneva",1947-10-30,1947,10,30,NA,NA,NA,NA,NA
"411","Agreement between the Governments of Czechoslovkia and Ireland relating to air transport between their territories","Czechoslovakia, Ireland","provisionally on 29 January 1947 by signature and definitively on 11 August 1947 by notification, in accordance with article 12",1949-04-13,"Transport, Aviation","Bilateral","27 (p.267)",1947-01-29,1949,4,13,1947,1,29,"Dublin",1947-01-29,1947,1,29,NA,NA,NA,NA,NA
"413","Agreement between the Governments of Czechoslovakia and Denmark on air services","Czechoslovakia, Denmark","provisionally on 14 May 1947 by signature and definitively on 24 January 1948 by the exchange of the said letters, in accordance with article 11",1949-04-13,"Transport, Aviation","Bilateral","27 (p.297)",1947-05-14,1949,4,13,1947,5,14,"Copenhagen",1947-05-14,1947,5,14,NA,NA,NA,NA,NA
"408","Agreement between the Governments of Canada and the United Kingdom of Great Britain and Northern Ireland for the avoidance of double taxation and the prevention of fiscal evasion with respect to taxes on income","Canada, United Kingdom of Great Britain and Northern Ireland","6 November 1946 , in accordance with article XVI",1949-04-13,"Taxation, Finance","Bilateral","27 (p.207)",1946-11-06,1949,4,13,1946,11,6,"London",1946-06-05,1946,6,5,NA,NA,NA,NA,NA
"415","Agreement between the Government of India and the Government of the French Republic relating to air services","France, India","16 July 1947 by signature, in accordance with article XII",1949-04-13,"Transport, Aviation","Bilateral","27 (p.325)",1947-07-16,1949,4,13,1947,7,16,"NewDelhi",1947-07-16,1947,7,16,NA,NA,NA,NA,NA
"414","Agreement between the Government of Canada and the Government of Sweden for air services between Canadian and Swedish territories","Canada, Sweden","27 June 1947 by signature, in accordance with article 12",1949-04-13,"Transport, Aviation","Bilateral","27 (p.313)",1947-06-27,1949,4,13,1947,6,27,"Ottawa",1947-06-27,1947,6,27,NA,NA,NA,NA,NA
"404","Agreement between the Government of Belgium and the British Occupation Authorities in Germany respecting the issue of frontier passes for the crossing of the Belgian-German frontier","Belgium*, British Occupation Authorities in Germany","1 March 1949 , in accordance with paragraph 12",1949-04-11,"Frontiers","Bilateral","27 (p.135)",1949-03-01,1949,4,11,1949,3,1,"BadSalzuflen",1948-12-29,1948,12,29,NA,NA,NA,NA,NA
