"Registration Number","Title","Participant(s)","EIF information","Registration Date","Subject terms","Agreement type","UNTS Volume Number","EIF Date","Registration Year","Registration Month","Registration Day","EIF Year","EIF Month","EIF Day","Place1","Date1","Date1_Year","Date1_Month","Date1_Day","Place2","Date2","Date2_Year","Date2_Month","Date2_Day"
"4","Protocol (No. I) concerning the execution of various operations in the transfer to the United Nations of certain assets of the League of Nations","League of Nations, United Nations","19 July 1946",1946-12-14,"United Nations (UN), Property matters, League of Nations","Bilateral","1 (p.131)",1946-07-19,1946,12,14,1946,7,19,"Geneva",1946-08-01,1946,8,1,NA,NA,NA,NA,NA
"8","Interim Arrangement on Privileges and Immunities of the United Nations concluded between the Secretary-General of the United Nations and the Swiss Federal Council.","Swiss Federal Council, United Nations","1 July 1946 by signature",1946-12-14,"United Nations (UN), Headquarters (organizations), Privileges-Immunities","Bilateral","1 (p.163)",1946-07-01,1946,12,14,1946,7,1,"NewYork",1946-07-01,1946,7,1,"Bern",1946-06-11,1946,6,11
"7","Instrument of adherence to the United Nations. 19 November 1946","Afghanistan","19 November 1946",1946-12-14,"United Nations (UN), Charters-Constitutions-Statutes, Legal matters","Multilateral","1 (p.37)",1946-11-19,1946,12,14,1946,11,19,"LakeSuccess",1946-11-19,1946,11,19,NA,NA,NA,NA,NA
"8","Instrument of adherence to the United Nations. 19 November 1946","Iceland","19 November 1946",1946-12-14,"United Nations (UN), Charters-Constitutions-Statutes, Legal matters","Multilateral","1 (p.41)",1946-11-19,1946,12,14,1946,11,19,"LakeSuccess",1946-11-19,1946,11,19,NA,NA,NA,NA,NA
"11","Instrument of adherence to the United Nations. 16 December 1946","Siam","16 December 1946",1946-12-16,"United Nations (UN), Charters-Constitutions-Statutes, Legal matters","Multilateral","1 (p.47)",1946-12-16,1946,12,16,1946,12,16,"LakeSuccess",1946-12-16,1946,12,16,NA,NA,NA,NA,NA
"9","Instrument of adherence to the United Nations","Sweden","19 November 1946",1946-12-14,"United Nations (UN), Charters-Constitutions-Statutes, Legal matters","Multilateral","1 (p.43)",1946-11-19,1946,12,14,1946,11,19,"LakeSuccess",1946-11-19,1946,11,19,NA,NA,NA,NA,NA
"7","Extension of the Extradition Treaty of 26th November, 1880, between Switzerland and Great Britain to the Federated Malay States of Perak, Selangor, Negri Sembilan and Pahang","Switzerland, United Kingdom of Great Britain and Northern Ireland*","14 July 1920 by the exchange of the said letters",1920-08-12,"Extradition","Bilateral","1 (p.53)",1920-07-14,1920,8,12,1920,7,14,"Bern",1920-07-02,1920,7,2,"Bern",1918-12-24,1918,12,24
"12","Declaration recognizing as compulsory the jurisdiction of the Court, in conformity with Article 36, paragrpahs 2 and 3, of the Statute of the International Court of Justice","Guatemala","27 January 1947",1947-02-10,"ICJ jurisdiction","Multilateral","1 (p.49)",1947-01-27,1947,2,10,1947,1,27,"Guatemala",1947-01-27,1947,1,27,NA,NA,NA,NA,NA
"5","Declaration recognizing as compulsory the jurisdiction of the Court, in conformity with Article 36, paragraphs 2 and 3, of the Statute of the International Court of Justice. Washington, 26 October 1946","China","26 October 1946",1946-12-14,"International Court of Justice (ICJ), Judicial matters","Multilateral","1 (p.35)",1946-10-26,1946,12,14,1946,10,26,"Washington",1946-10-26,1946,10,26,NA,NA,NA,NA,NA
"3","Declaration recognizing as compulsory the jurisdiction of the Court, in conformity with Article 36, paragraph 2, of the Statute of the International Court of Justice. Washington, 14 August 1946","United States of America","26 August 1946",1946-12-14,"ICJ jurisdiction","Multilateral","1 (p.9)",1946-08-26,1946,12,14,1946,8,26,"Washington",1946-08-14,1946,8,14,NA,NA,NA,NA,NA
"2","Declaration recognizing as compulsory the jurisdiction of the Court, in conformity with Article 36, paragraph 2, of the Statute of the International Court of Justice. New York, 5 August 1946","Netherlands","6 August 1946",1946-12-14,"International Court of Justice (ICJ), ICJ jurisdiction","Multilateral","1 (p.7)",1946-08-06,1946,12,14,1946,8,6,"NewYork",1946-08-05,1946,8,5,NA,NA,NA,NA,NA
"10","Declaration recognizing as compulsory the jurisdiction of the Court, in conformity with Article 36, paragraph 2, of the Statute of the International Court of Justice. New York, 10 December 1946","Denmark","11 December 1946",1946-12-14,"International Court of Justice (ICJ), ICJ jurisdiction","Multilateral","1 (p.45)",1946-12-11,1946,12,14,1946,12,11,"NewYork",1946-12-10,1946,12,10,NA,NA,NA,NA,NA
"1","Declaration recognizing as compulsory the jurisdiction of the Court, in conformity with Article 36, paragraph 2, of the Statute of the International Court of Justice, in all legal disputes concerning the interpretation, application or validity of any treaty relating to the boundaries of British Honduras. London, 13 February 1946","United Kingdom of Great Britain and Northern Ireland","13 February 1946",1946-12-14,"International Court of Justice (ICJ), ICJ jurisdiction","Multilateral","1 (p.3)",1946-02-13,1946,12,14,1946,2,13,"London",1946-02-13,1946,2,13,NA,NA,NA,NA,NA
"10","Convention between the United Kingdom and France respecting commercial relations between France and the Seychelles Islands, signed at London, April 16, 1902. Denunciation on the part of the United Kingdom","France, United Kingdom of Great Britain and Northern Ireland*","16 April 1902 by the exchange of the instruments of ratification",1920-09-07,"Trade","Bilateral","1 (p.80)",1902-04-16,1920,9,7,1902,4,16,"London",1920-06-05,1920,6,5,NA,NA,NA,NA,NA
"9","Convention between Greece and Bulgaria respecting reciprocal emigration","Bulgaria, Greece*","9 August 1920 by the exchange of the instruments of ratification",1920-08-25,"Immigration","Bilateral","1 (p.67)",1920-08-09,1920,8,25,1920,8,9,"Neuilly-sur-Seine",1919-11-27,1919,11,27,NA,NA,NA,NA,NA
"3","Arrangement concluded between the United Nations and the League of Nations to give practical effect to certain provisions of the Agreement of July 19th, 1946, dealing with the execution of the transfer of League assets to the United Nations","League of Nations, United Nations","19 July 1946",1946-12-14,"United Nations (UN), Property matters, League of Nations","Bilateral","1 (p.119)",1946-07-19,1946,12,14,1946,7,19,"Geneva",1946-07-31,1946,7,31,NA,NA,NA,NA,NA
"2","Agreement concerning the execution of the transfer to the United Nations of certain assets of the League of Nations","League of Nations, United Nations","19 July 1946",1946-12-14,"United Nations (UN), Property matters, League of Nations","Bilateral","1 (p.109)",1946-07-19,1946,12,14,1946,7,19,"Geneva",1946-07-19,1946,7,19,NA,NA,NA,NA,NA
"1","Agreement concerning arrangements for the holding of the fifth session of the Council of the United Nations Relief and Rehabilitation Administration at the Palais des Nations, Geneva, concluded between the United Nations, the League of Nations and the United Nations Relief and Rehabilitation Administration","League of Nations, United Nations, United Nations Relief and Rehabilitation Administration","19 July 1946",1946-12-14,"United Nations (UN), Disaster relief, Conferences-Meetings, Cooperation","Multilateral","1 (p.97)",1946-07-19,1946,12,14,1946,7,19,"Geneva",1946-07-19,1946,7,19,NA,NA,NA,NA,NA
"7","Agreement between the United Nations and the Swiss Confederation on the Ariana Site","Swiss Confederation, United Nations","1 July 1946 by signature",1946-12-14,"United Nations (UN), Headquarters (organizations)","Bilateral","1 (p.153)",1946-07-01,1946,12,14,1946,7,1,"NewYork",1946-07-01,1946,7,1,"Bern",1946-06-11,1946,6,11
"1","Additional article to the Monetary Convention of May 27, 1873, and to the Supplementary Convention of October 16, 1875, signed at Copenhagen, on May 11, 1920, by Denmark, Norway and Sweden","Denmark*, Norway, Sweden","11 May 1920 by signature",1920-07-05,"Monetary matters","Multilateral","1 (p.15)",1920-05-11,1920,7,5,1920,5,11,"Copenhagen",1920-05-11,1920,5,11,NA,NA,NA,NA,NA
"6","Declaration recognizing as compulsory the jurisdiction of the Court, in conformity with Article 36, paragraph 2, of the Statute of the International Court of Justice. New York, 16 November 1946","Norway","16 November 1946 and with retroactive effect from 3 October 1946",1946-12-14,"International Court of Justice (ICJ), ICJ jurisdiction","Multilateral","1 (p.37)",1946-11-16,1946,12,14,1946,11,16,"NewYork",1946-11-16,1946,11,16,NA,NA,NA,NA,NA
"4","Convention on the Privileges and Immunities of the United Nations","Afghanistan, Albania, Algeria, Angola, Antigua and Barbuda, Argentina, Armenia, Australia, Austria, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belgium, Belize, Bolivia, Bosnia and Herzegovina, Brazil, Brunei Darussalam, Bulgaria, Bulgaria, Burma, Burundi, Byelorussian Soviet Socialist Republic, Cambodia, Cameroon, Canada, Central African Republic, Chile, China, Colombia, Congo (Brazzaville), Costa Rica, Croatia, Cuba, Cyprus, Czech Republic, Czechoslovakia, Czechoslovakia, Democratic Republic of the Congo, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Estonia, Ethiopia, Federal Republic of Germany, Federal Republic of Germany, Federation of Malaya, Fiji, Finland, France, France, France, Gabon, Gambia, Georgia, German Democratic Republic, Ghana, Greece, Greece, Guatemala, Guinea, Guyana, Haiti, Honduras, Hungary, Hungary, Iceland, India, Indonesia, Iran, Iraq, Ireland, Israel, Italy, Ivory Coast, Jamaica, Japan, Jordan, Kazakhstan, Kenya, Kuwait, Kyrgyzstan, Laos, Latvia, Lebanon, Lesotho, Liberia, Libya, Liechtenstein, Lithuania, Luxembourg, Madagascar, Malawi, Mali, Malta, Mauritius, Mexico, Micronesia (Federated States of), Monaco, Mongolia, Montenegro, Morocco, Mozambique, Namibia, Nepal, Netherlands, New Zealand, New Zealand, Nicaragua, Niger, Nigeria, Norway, Pakistan, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Poland, Portugal, Portugal, Qatar, Republic of Korea, Republic of Moldova, Romania, Rwanda, San Marino, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Singapore, Slovakia, Slovenia, Somalia, South Africa, Spain, Sri Lanka, St. Lucia, Sudan, Sweden, Switzerland, Syria, Tajikistan, Tanganyika, Thailand, The former Yugoslav Republic of Macedonia, Timor-Leste, Togo, Trinidad and Tobago, Tunisia, Turkey, Turkey, Turkmenistan, Uganda, Ukrainian Soviet Socialist Republic, Union of Soviet Socialist Republics, Union of Soviet Socialist Republics, Union of Soviet Socialist Republics, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United States of America, United States of America, United States of America, Upper Volta, Uruguay, Venezuela, Viet Nam, Yemen Arab Republic, Yugoslavia (Federal Republic of), Yugoslavia (Socialist Federal Republic of), Zambia, Zimbabwe","17 September 1946 , in accordance with section 32",1946-12-14,"United Nations (UN), Privileges-Immunities","Multilateral","1 (p.15)",1946-09-17,1946,12,14,1946,9,17,"NewYork",1946-02-13,1946,2,13,NA,NA,NA,NA,NA
"11","International Agreement for the suppression of the ""White Slave Traffic""","Bahamas, China, Czech Republic, Federal Republic of Germany, Fiji, German Democratic Republic, German Democratic Republic, Lebanon, Slovakia, United Kingdom of Great Britain and Northern Ireland, Zimbabwe","18 July 1905 , in accordance with article 8",1920-09-07,"Human rights","Multilateral","1 (p.83)",1905-07-18,1920,9,7,1905,7,18,"Paris",1904-05-18,1904,5,18,NA,NA,NA,NA,NA
"8","International Convention for the Suppression of the White Slave Traffic","Bahamas, China, Czech Republic, Federal Republic of Germany, Fiji, German Democratic Republic, German Democratic Republic, Lebanon, Slovakia, United Kingdom of Great Britain and Northern Ireland, Zimbabwe","18 July 1905",1920-07-05,"Human rights","Multilateral","1",1905-07-18,1920,7,5,1905,7,18,"Paris",1910-05-04,1910,5,4,NA,NA,NA,NA,NA
"4","Convention on the Privileges and Immunities of the United Nations","Afghanistan, Albania, Algeria, Angola, Antigua and Barbuda, Argentina, Armenia, Australia, Austria, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belgium, Belize, Bolivia, Bosnia and Herzegovina, Brazil, Brunei Darussalam, Bulgaria, Bulgaria, Burma, Burundi, Byelorussian Soviet Socialist Republic, Cambodia, Cameroon, Canada, Central African Republic, Chile, China, Colombia, Congo (Brazzaville), Costa Rica, Croatia, Cuba, Cyprus, Czech Republic, Czechoslovakia, Czechoslovakia, Democratic Republic of the Congo, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Estonia, Ethiopia, Federal Republic of Germany, Federal Republic of Germany, Federation of Malaya, Fiji, Finland, France, France, France, Gabon, Gambia, Georgia, German Democratic Republic, Ghana, Greece, Greece, Guatemala, Guinea, Guyana, Haiti, Honduras, Hungary, Hungary, Iceland, India, Indonesia, Iran, Iraq, Ireland, Israel, Italy, Ivory Coast, Jamaica, Japan, Jordan, Kazakhstan, Kenya, Kuwait, Kyrgyzstan, Laos, Latvia, Lebanon, Lesotho, Liberia, Libya, Liechtenstein, Lithuania, Luxembourg, Madagascar, Malawi, Mali, Malta, Mauritius, Mexico, Micronesia (Federated States of), Monaco, Mongolia, Montenegro, Morocco, Mozambique, Namibia, Nepal, Netherlands, New Zealand, New Zealand, Nicaragua, Niger, Nigeria, Norway, Pakistan, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Poland, Portugal, Portugal, Qatar, Republic of Korea, Republic of Moldova, Romania, Rwanda, San Marino, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Singapore, Slovakia, Slovenia, Somalia, South Africa, Spain, Sri Lanka, St. Lucia, Sudan, Sweden, Switzerland, Syria, Tajikistan, Tanganyika, Thailand, The former Yugoslav Republic of Macedonia, Timor-Leste, Togo, Trinidad and Tobago, Tunisia, Turkey, Turkey, Turkmenistan, Uganda, Ukrainian Soviet Socialist Republic, Union of Soviet Socialist Republics, Union of Soviet Socialist Republics, Union of Soviet Socialist Republics, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United Kingdom of Great Britain and Northern Ireland, United States of America, United States of America, United States of America, Upper Volta, Uruguay, Venezuela, Viet Nam, Yemen Arab Republic, Yugoslavia (Federal Republic of), Yugoslavia (Socialist Federal Republic of), Zambia, Zimbabwe","17 September 1946 , in accordance with section 32",1946-12-14,"United Nations (UN), Privileges-Immunities","Multilateral","1 (p.15)",1946-09-17,1946,12,14,1946,9,17,"NewYork",1946-02-13,1946,2,13,NA,NA,NA,NA,NA
