"Registration Number","Title","Participant(s)","EIF information","Registration Date","Subject terms","Agreement type","UNTS Volume Number","EIF Date","Registration Year","Registration Month","Registration Day","EIF Year","EIF Month","EIF Day","Place1","Date1","Date1_Year","Date1_Month","Date1_Day","Place2","Date2","Date2_Year","Date2_Month","Date2_Day"
"45","Protocol concerning the entry into force of the Agreement between the United Nations and the International Civil Aviation Organization","International Civil Aviation Organization, United Nations","13 May 1947 , in accordance with article XXII",1947-10-01,"Mutual relations, Cooperation","Bilateral","8 (p.315)",1947-05-13,1947,10,1,1947,5,13,"NewYork",1947-10-01,1947,10,1,NA,NA,NA,NA,NA
"44","Memorandum of Agreement between the United States of America, Argentina, Australia, Canada and the United Kingdom of Great Britain and Northern Ireland relating to the production and marketing of wheat","Argentina, Australia, Canada, United Kingdom of Great Britain and Northern Ireland, United States of America*","27 June 1942 , in accordance with its provisions",1947-09-19,"Marketing, Agricultural commodities","Multilateral","8 (p.237)",1942-06-27,1947,9,19,1942,6,27,"Washington",1942-04-22,1942,4,22,NA,NA,NA,NA,NA
"222","International Opium Convention","Afghanistan, Albania, Argentina, Austria, Bahamas, Bahamas, Belgium, Bolivia, Brazil, Bulgaria, Cambodia, Cameroon, Central African Republic, Ceylon, Chile, China, China, Colombia, Congo, Costa Rica, Côte d'Ivoire, Cuba, Cyprus, Czech Republic, Czechoslovakia, Democratic Republic of the Congo, Denmark, Dominican Republic, Ecuador, Egypt, El Salvador, Estonia, Ethiopia, Federal Republic of Germany, Fiji, Finland, France, France, German Democratic Republic, German Democratic Republic, Germany, Germany, Ghana, Great Britain, Great Britain, Greece, Guatemala, Haiti, Honduras, Hungary, Indonesia, Iran, Israel, Italy, Italy, Jamaica, Japan, Japan, Jordan, Lao People's Democratic Republic, Latvia, Lebanon, Lesotho, Liberia, Luxembourg, Malawi, Malaysia, Malta, Mauritius, Mexico, Monaco, Netherlands, Netherlands, Nicaragua, Niger, Nigeria, Norway, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Poland, Portugal, Portugal, Romania, Russia, Rwanda, Senegal, Sierra Leone, Slovakia, Spain, Sweden, Switzerland, Syrian Arab Republic, Thailand, Thailand, Trinidad and Tobago, Turkey, Turkey, United States of America, United States of America, Uruguay, Venezuela, Yugoslavia (Federal Republic of), Yugoslavia (Socialist Federal Republic of), Zambia","28 June 1919",1922-01-23,"Narcotics","Multilateral","8 (p.187)",1919-06-28,1922,1,23,1919,6,28,"TheHague",1912-01-23,1912,1,23,NA,NA,NA,NA,NA
"112","Instrument of adherence to the United Nations","Pakistan","30 September 1947",1947-09-30,"United Nations (UN), Charters-Constitutions-Statutes, Legal matters","Multilateral","8 (p.57)",1947-09-30,1947,9,30,1947,9,30,"NewYork",1947-09-30,1947,9,30,NA,NA,NA,NA,NA
"113","Instrument of adherence to the United Nations","Yemen","30 September 1947",1947-09-30,"United Nations (UN), Charters-Constitutions-Statutes, Legal matters","Multilateral","8 (p.59)",1947-09-30,1947,9,30,1947,9,30,"NewYork",1947-09-30,1947,9,30,NA,NA,NA,NA,NA
"114","Exchange of letters recording an agreement relating to privileges and immunities of members of the International Court of Justice, the Registrar, officials of the Registry, assessors, the agents and counsel of the parties and of witnesses and experts","International Court of Justice, Netherlands","11 December 1946 , in accordance with its provisions",1947-10-01,"International Court of Justice (ICJ), Privileges-Immunities","Bilateral","8 (p.61)",1946-12-11,1947,10,1,1946,12,11,"TheHague",1946-06-26,1946,6,26,NA,NA,NA,NA,NA
"110","Agreement between the Royal Danish Government and the Government of the United Kingdom of Great Britain and Northern Ireland regarding the participation of a Danish contingent in the occupation of Germany","Denmark*, United Kingdom of Great Britain and Northern Ireland","22 April 1947 by signature",1947-09-24,"Military matters, Assistance, Administration","Bilateral","8 (p.3)",1947-04-22,1947,9,24,1947,4,22,"Copenhagen",1947-04-22,1947,4,22,NA,NA,NA,NA,NA
"111","Agreement between the Kingdom of Denmark and the Kingdom of Norway for the prevention of double taxation in the matter of taxes on income and capital","Denmark*, Norway","7 March 1947 by the exchange of the instruments of ratification, in accordance with article 12",1947-09-26,"Taxation, Finance","Bilateral","8 (p.21)",1947-03-07,1947,9,26,1947,3,7,"Copenhagen",1946-12-30,1946,12,30,NA,NA,NA,NA,NA
"47","Agreement between the Government of the United States of America and the Government of the Republic of Colombia relating to a military mission to Colombia","Colombia, United States of America*","29 May 1942 by signature",1947-10-16,"Military matters, Assistance","Bilateral","8 (p.365)",1942-05-29,1947,10,16,1942,5,29,"Washington",1942-05-29,1942,5,29,NA,NA,NA,NA,NA
"46","Agreement between the Government of the United States of America and the Government of the Republic of Bolivia relating to a military aviation mission to Bolivia","Bolivia, United States of America*","4 September 1941 by signature",1947-10-16,"Military matters, Assistance","Bilateral","8 (p.345)",1941-09-04,1947,10,16,1941,9,4,"Washington",1941-09-04,1941,9,4,NA,NA,NA,NA,NA
